customer_id,frequency,monetary_value
52583,4,22.47
52584,3,78.17
52585,4,96.13
52586,11,59.82
52587,6,61.92
52588,5,58.62
52589,7,108.52
52590,4,53.15
52591,5,65.15
52592,5,128.64
52593,4,143.27
52594,4,87.98
52595,3,31.33
52596,6,59.97
52597,3,20.88
52598,5,44.67
52599,3,89.65
52600,6,159.56
52601,7,81.71
52602,9,10.3
52603,6,31.58
52604,5,91.85
52605,4,57.4
52606,5,77.01
52607,3,45.02
52608,3,65.79
52609,9,61.86
52610,4,24.85
52611,3,107.59
52612,7,94.91
52613,2,29.23
52614,7,53.2
52615,6,81.88
52616,5,47.37
52617,1,79.83
52618,9,37.38
52619,3,92.62
52620,6,68.03
52621,4,43.13
52622,4,60.31
52623,5,50.55
52624,6,106.0
52625,4,148.24
52626,3,30.86
52627,8,14.58
52628,3,61.35
52629,5,71.09
52630,2,77.83
52631,6,17.37
52632,6,36.55
52633,3,83.85
52634,3,28.32
52635,11,89.71
52636,1,58.61
52637,6,62.56
52638,4,4.86
52639,5,90.08
52640,3,42.31
52641,4,52.46
52642,10,66.25
52643,3,80.79
52644,5,43.79
52645,10,46.67
52646,6,53.53
52647,6,25.82
52648,4,28.87
52649,4,94.26
52650,4,105.35
52651,4,43.28
52652,5,36.92
52653,5,38.27
52654,5,60.33
52655,6,24.47
52656,1,17.54
52657,4,32.21
52658,5,21.42
52659,6,82.36
52660,3,49.71
52661,6,58.75
52662,5,29.37
52663,2,89.23
52664,4,125.74
52665,6,45.22
52666,1,97.43
52667,3,26.43
52668,4,45.99
52669,7,11.84
52670,4,6.71
52671,8,65.98
52672,7,11.1
52673,4,79.43
52674,3,68.06
52675,4,19.68
52676,3,109.59
52677,7,116.87
52678,4,48.69
52679,8,12.84
52680,3,77.86
52681,5,61.96
52682,4,11.75
52683,4,16.42
52684,7,43.31
52685,3,109.1
52686,6,44.49
52687,2,38.09
52688,3,82.63
52689,5,177.38
52690,1,41.54
52691,3,23.73
52692,4,46.96
52693,9,53.97
52694,3,69.25
52695,10,51.32
52696,8,13.14
52697,5,33.69
52698,8,46.73
52699,7,36.65
52700,2,115.95
52701,4,55.68
52702,4,36.53
52703,5,132.76
52704,7,59.68
52705,5,137.55
52706,4,71.0
52707,3,22.58
52708,5,37.92
52709,3,50.12
52710,2,116.18
52711,7,89.27
52712,6,31.96
52713,8,40.61
52714,5,31.67
52715,2,8.72
52716,6,40.07
52717,6,90.13
52718,5,24.82
52719,8,66.89
52720,5,76.3
52721,6,29.1
52722,5,48.71
52723,6,13.13
52724,8,30.31
52725,5,132.13
52726,5,35.1
52727,5,96.09
52728,6,49.25
52729,5,65.41
52730,4,51.53
52731,4,79.75
52732,2,77.05
52733,10,144.32
52734,6,49.29
52735,5,64.23
52736,4,55.26
52737,1,104.7
52738,5,44.22
52739,5,30.24
52740,4,22.85
52741,5,54.93
52742,5,61.64
52743,5,30.67
52744,3,55.27
52745,7,31.17
52746,5,44.96
52747,5,28.66
52748,3,20.88
52749,10,129.65
52750,3,60.42
52751,3,78.5
52752,8,44.03
52753,3,148.07
52754,4,9.39
52755,3,27.6
52756,7,90.42
52757,4,135.09
52758,5,18.28
52759,3,98.9
52760,5,26.62
52761,3,13.98
52762,6,139.07
52763,6,18.55
52764,5,79.37
52765,7,54.24
52766,9,112.43
52767,3,73.32
52768,10,32.38
52769,5,69.84
52770,4,39.63
52771,2,66.65
52772,3,89.98
52773,4,38.39
52774,4,104.07
52775,5,58.64
52776,3,63.31
52777,3,60.11
52778,3,66.62
52779,3,73.88
52780,3,103.4
52781,6,31.74
52782,2,45.6
52783,4,20.85
52784,5,68.97
52785,6,39.95
52786,1,14.23
52787,3,74.69
52788,4,78.65
52789,4,90.24
52790,3,61.76
52791,5,47.93
52792,6,6.97
52793,5,106.04
52794,2,46.97
52795,5,63.12
52796,8,15.73
52797,7,103.78
52798,7,36.61
52799,5,31.81
52800,6,206.02
52801,8,39.64
52802,4,7.05
52803,7,122.12
52804,9,28.22
52805,2,43.97
52806,5,98.36
52807,8,75.69
52808,5,58.61
52809,5,124.63
52810,7,83.36
52811,2,29.54
52812,5,32.04
52813,4,46.27
52814,3,88.67
52815,6,37.77
52816,4,10.8
52817,5,30.94
52818,5,83.69
52819,7,11.56
52820,3,79.09
52821,5,72.38
52822,4,61.59
52823,3,38.83
52824,7,34.97
52825,4,122.28
52826,5,101.29
52827,3,157.21
52828,4,33.62
52829,3,24.65
52830,1,67.96
52831,5,104.56
52832,8,20.24
52833,3,16.47
52834,7,42.17
52835,4,19.21
52836,4,69.23
52837,5,59.3
52838,4,107.28
52839,7,122.57
52840,3,63.13
52841,2,49.66
52842,4,42.75
52843,4,77.29
52844,2,65.64
52845,4,52.71
52846,6,61.28
52847,6,126.96
52848,5,32.75
52849,2,41.36
52850,5,33.2
52851,5,82.88
52852,2,52.53
52853,5,30.03
52854,3,132.24
52855,6,23.15
52856,8,75.62
52857,3,76.12
52858,8,162.38
52859,6,105.59
52860,3,40.65
52861,8,19.67
52862,5,55.79
52863,2,40.75
52864,4,71.2
52865,4,86.56
52866,6,70.94
52867,4,65.97
52868,4,29.07
52869,5,72.56
52870,3,74.96
52871,5,86.06
52872,3,55.54
52873,4,113.59
52874,4,30.84
52875,10,52.93
52876,5,68.08
52877,3,47.01
52878,7,118.91
52879,3,99.25
52880,4,32.27
52881,4,130.41
52882,3,36.48
52883,6,79.63
52884,5,20.62
52885,7,147.04
52886,5,14.39
52887,8,151.0
52888,7,33.01
52889,7,30.98
52890,3,63.27
52891,3,71.54
52892,5,111.46
52893,3,73.16
52894,1,88.83
52895,6,53.79
52896,6,22.59
52897,5,29.16
52898,4,55.67
52899,3,111.27
52900,4,104.04
52901,2,69.27
52902,4,57.14
52903,6,135.35
52904,7,120.82
52905,3,48.14
52906,6,90.89
52907,2,52.94
52908,5,28.75
52909,5,57.54
52910,4,81.12
52911,4,25.27
52912,7,16.28
52913,5,50.38
52914,3,22.18
52915,8,54.41
52916,3,40.87
52917,3,27.52
52918,4,90.1
52919,6,38.22
52920,5,74.46
52921,5,189.32
52922,3,50.66
52923,4,58.9
52924,4,48.2
52925,4,11.76
52926,5,31.78
52927,5,35.33
52928,3,26.19
52929,6,64.26
52930,5,72.82
52931,4,83.33
52932,6,13.86
52933,6,41.76
52934,2,34.91
52935,8,30.14
52936,12,110.42
52937,5,46.38
52938,7,75.75
52939,5,63.83
52940,7,26.77
52941,5,28.44
52942,2,36.96
52943,4,74.53
52944,4,44.74
52945,5,85.12
52946,6,77.96
52947,3,42.32
52948,4,96.89
52949,10,39.5
52950,4,36.07
52951,3,37.91
52952,5,20.19
52953,5,10.4
52954,3,176.97
52955,7,26.27
52956,4,55.05
52957,3,60.36
52958,9,107.52
52959,3,24.48
52960,6,42.24
52961,6,44.41
52962,6,53.78
52963,5,67.69
52964,6,87.43
52965,3,91.91
52966,8,59.55
52967,8,78.71
52968,5,36.17
52969,7,105.23
52970,4,67.43
52971,5,63.32
52972,5,13.67
52973,3,90.18
52974,3,17.25
52975,3,93.07
52976,3,129.95
52977,4,76.43
52978,7,71.73
52979,6,22.15
52980,6,31.43
52981,4,124.79
52982,9,29.79
52983,4,46.91
52984,6,41.63
52985,9,55.56
52986,4,60.83
52987,4,24.6
52988,5,58.9
52989,7,126.79
52990,4,53.93
52991,6,102.23
52992,5,38.05
52993,3,139.5
52994,6,23.53
52995,4,118.2
52996,2,39.32
52997,3,149.39
52998,4,45.24
52999,7,177.42
53000,3,311.88
53001,2,46.86
53002,4,16.01
53003,4,49.5
53004,4,21.67
53005,9,55.34
53006,4,46.06
53007,4,91.27
53008,3,30.64
53009,4,26.26
53010,4,127.4
53011,7,33.56
53012,5,53.65
53013,7,20.75
53014,7,18.52
53015,5,111.88
53016,7,45.85
53017,9,79.34
53018,6,35.08
53019,4,18.86
53020,5,91.74
53021,4,51.7
53022,5,98.33
53023,5,60.05
53024,4,21.45
53025,3,35.35
53026,5,93.32
53027,3,30.13
53028,6,48.66
53029,10,41.17
53030,1,38.8
53031,4,57.58
53032,7,64.56
53033,3,31.91
53034,5,39.19
53035,7,53.13
53036,4,34.56
53037,7,59.16
53038,8,42.55
53039,8,65.74
53040,6,38.25
53041,3,95.31
53042,7,32.79
53043,2,44.32
53044,6,68.18
53045,7,40.46
53046,4,53.19
53047,4,110.12
53048,2,23.13
53049,4,60.09
53050,7,66.07
53051,10,62.92
53052,4,58.77
53053,6,9.68
53054,5,36.25
53055,5,196.73
53056,4,33.85
53057,4,31.17
53058,6,23.73
53059,4,62.47
53060,4,32.44
53061,3,43.01
53062,3,22.94
53063,4,90.86
53064,3,188.3
53065,6,117.41
53066,3,24.97
53067,5,75.72
53068,4,37.09
53069,6,41.43
53070,1,104.89
53071,4,108.98
53072,3,67.79
53073,5,29.0
53074,4,6.04
53075,4,101.73
53076,5,30.9
53077,6,54.39
53078,11,85.57
53079,3,18.37
53080,3,64.11
53081,6,49.22
53082,3,107.03
53083,3,65.85
53084,3,55.25
53085,3,72.29
53086,5,56.53
53087,5,29.8
53088,4,64.84
53089,5,50.64
53090,7,39.95
53091,2,132.46
53092,1,41.8
53093,3,20.29
53094,4,86.96
53095,4,76.47
53096,3,37.49
53097,6,13.65
53098,4,47.2
53099,6,99.14
53100,2,416.35
53101,1,62.73
53102,4,37.32
53103,5,54.76
53104,5,29.54
53105,4,69.23
53106,6,47.97
53107,5,29.74
53108,6,21.23
53109,4,54.94
53110,7,89.51
53111,4,33.62
53112,8,65.37
53113,1,39.56
53114,4,37.09
53115,6,57.21
53116,4,54.05
53117,2,63.98
53118,8,97.68
53119,5,68.91
53120,2,50.29
53121,9,10.29
53122,8,76.64
53123,4,65.2
53124,4,80.85
53125,5,63.17
53126,4,85.08
53127,5,78.38
53128,3,71.6
53129,6,58.71
53130,5,42.11
53131,1,14.93
53132,7,104.03
53133,7,46.63
53134,3,25.13
53135,7,63.95
53136,7,96.92
53137,3,37.11
53138,7,77.08
53139,5,76.65
53140,3,74.9
53141,4,16.92
53142,3,26.15
53143,6,36.45
53144,7,15.84
53145,7,38.65
53146,7,97.19
53147,3,118.18
53148,5,20.36
53149,4,30.9
53150,2,17.05
53151,4,84.5
53152,10,96.1
53153,3,43.13
53154,5,61.59
53155,4,12.76
53156,5,140.78
53157,5,116.96
53158,2,59.96
53159,4,106.18
53160,7,38.27
53161,4,96.15
53162,5,16.33
53163,4,60.77
53164,3,114.99
53165,4,28.69
53166,3,29.1
53167,3,80.99
53168,2,83.81
53169,2,131.5
53170,5,109.58
53171,6,12.14
53172,6,32.52
53173,7,77.1
53174,4,96.17
53175,5,109.28
53176,4,51.05
53177,3,37.91
53178,6,102.16
53179,2,58.5
53180,3,31.37
53181,3,23.29
53182,4,103.27
53183,3,36.16
53184,4,33.63
53185,6,163.27
53186,8,56.11
53187,3,31.83
53188,4,63.75
53189,5,140.88
53190,1,29.21
53191,7,71.2
53192,3,33.05
53193,4,23.29
53194,4,47.29
53195,6,74.62
53196,10,33.45
53197,4,66.12
53198,7,38.99
53199,10,78.24
53200,5,242.94
53201,5,89.89
53202,6,78.99
53203,2,19.73
53204,9,45.61
53205,5,93.51
53206,4,32.69
53207,2,51.83
53208,3,33.95
53209,6,26.57
53210,6,23.01
53211,7,113.68
53212,5,29.92
53213,8,38.84
53214,6,96.44
53215,7,108.99
53216,7,27.37
53217,3,79.64
53218,4,7.28
53219,10,55.17
53220,4,124.44
53221,7,107.74
53222,5,74.7
53223,3,47.55
53224,8,38.49
53225,3,85.53
53226,5,48.47
53227,3,37.3
53228,3,37.18
53229,3,150.61
53230,4,67.99
53231,5,60.27
53232,4,30.25
53233,3,23.64
53234,2,93.1
53235,5,29.24
53236,4,39.89
53237,7,119.08
53238,6,63.78
53239,11,22.55
53240,6,51.48
53241,6,62.86
53242,5,55.9
53243,8,54.76
53244,4,52.47
53245,7,37.95
53246,5,49.52
53247,5,41.64
53248,4,54.3
53249,4,102.85
53250,7,142.32
53251,5,71.48
53252,5,42.2
53253,8,75.88
53254,7,35.67
53255,4,40.07
53256,6,23.71
53257,8,20.98
53258,3,43.16
53259,4,49.26
53260,4,114.2
53261,4,92.77
53262,4,51.02
53263,5,57.51
53264,7,95.75
53265,7,9.79
53266,5,21.09
53267,4,38.96
53268,7,48.23
53269,6,35.86
53270,3,71.39
53271,6,76.78
53272,5,54.35
53273,4,18.12
53274,6,60.49
53275,11,81.95
53276,4,52.07
53277,3,54.43
53278,3,99.29
53279,8,37.21
53280,5,57.97
53281,6,148.72
53282,5,124.3
53283,5,89.69
53284,5,34.4
53285,5,53.11
53286,6,25.84
53287,5,100.9
53288,7,64.87
53289,4,38.92
53290,4,48.8
53291,3,29.44
53292,3,30.05
53293,4,47.54
53294,3,57.63
53295,5,96.85
53296,8,95.22
53297,8,35.69
53298,5,35.24
53299,2,71.53
53300,5,519.19
53301,1,26.0
53302,3,89.81
53303,7,47.47
53304,6,39.78
53305,5,52.72
53306,5,10.7
53307,4,41.76
53308,7,111.78
53309,5,62.81
53310,9,33.55
53311,1,6.57
53312,8,25.58
53313,4,19.09
53314,9,58.45
53315,6,44.7
53316,5,62.3
53317,4,29.72
53318,5,63.27
53319,7,134.72
53320,6,148.82
53321,6,77.76
53322,4,93.12
53323,3,51.23
53324,7,106.17
53325,6,65.6
53326,8,50.6
53327,7,13.38
53328,5,28.22
53329,5,34.99
53330,7,35.25
53331,5,17.92
53332,6,23.09
53333,6,43.9
53334,8,35.06
53335,4,65.7
53336,4,60.28
53337,2,40.68
53338,5,107.27
53339,6,64.11
53340,3,36.72
53341,5,21.89
53342,10,88.96
53343,4,45.36
53344,8,60.3
53345,7,41.6
53346,3,21.96
53347,4,51.45
53348,10,42.39
53349,7,8.63
53350,5,110.22
53351,5,132.62
53352,5,23.71
53353,8,95.09
53354,4,63.03
53355,9,23.45
53356,7,27.41
53357,8,39.44
53358,5,29.3
53359,6,23.47
53360,4,65.15
53361,7,28.56
53362,4,65.51
53363,10,21.56
53364,2,37.54
53365,7,30.13
53366,7,79.79
53367,5,138.54
53368,9,53.71
53369,5,121.32
53370,5,22.19
53371,5,60.83
53372,6,48.35
53373,3,51.86
53374,4,75.0
53375,3,78.82
53376,7,104.38
53377,7,68.99
53378,8,39.09
53379,6,101.07
53380,2,65.24
53381,3,101.65
53382,4,62.81
53383,5,38.33
53384,4,120.56
53385,5,97.98
53386,4,68.16
53387,5,69.09
53388,4,9.53
53389,5,77.52
53390,3,45.16
53391,4,135.15
53392,5,42.76
53393,4,8.63
53394,6,48.43
53395,5,6.04
53396,4,58.2
53397,4,18.38
53398,7,17.52
53399,4,24.72
53400,3,164.22
53401,4,59.25
53402,6,72.67
53403,4,80.07
53404,9,45.02
53405,7,63.28
53406,6,49.36
53407,2,104.44
53408,5,60.6
53409,1,36.31
53410,7,16.94
53411,3,68.87
53412,6,118.14
53413,5,47.78
53414,7,59.38
53415,4,42.04
53416,6,49.54
53417,4,113.33
53418,3,19.61
53419,5,70.08
53420,7,53.31
53421,2,58.84
53422,6,17.33
53423,6,86.29
53424,5,54.16
53425,4,143.6
53426,4,29.58
53427,4,54.98
53428,9,172.62
53429,8,54.8
53430,6,35.52
53431,4,174.06
53432,5,21.19
53433,6,79.54
53434,5,89.97
53435,4,42.3
53436,4,82.69
53437,8,93.41
53438,3,68.87
53439,5,12.37
53440,12,110.2
53441,5,66.36
53442,7,17.28
53443,4,21.32
53444,6,137.36
53445,8,17.05
53446,6,47.32
53447,4,14.72
53448,6,48.29
53449,5,57.17
53450,9,45.2
53451,8,47.36
53452,7,41.47
53453,3,68.56
53454,5,45.5
53455,4,230.46
53456,11,28.17
53457,2,80.16
53458,3,88.02
53459,4,12.95
53460,5,65.66
53461,2,110.71
53462,3,155.9
53463,7,38.08
53464,3,109.16
53465,9,64.98
53466,4,27.66
53467,2,18.94
53468,8,48.12
53469,3,42.55
53470,3,35.88
53471,5,44.6
53472,1,50.19
53473,6,31.9
53474,1,50.45
53475,6,78.05
53476,6,71.88
53477,5,89.38
53478,4,41.9
53479,3,61.01
53480,3,4.1
53481,6,84.43
53482,6,22.98
53483,5,89.39
53484,7,43.64
53485,5,52.64
53486,3,6.67
53487,7,45.17
53488,1,88.44
53489,4,43.57
53490,6,61.48
53491,5,48.13
53492,7,17.63
53493,3,90.84
53494,8,198.64
53495,4,51.41
53496,4,71.92
53497,2,28.11
53498,6,66.36
53499,4,70.4
53500,1,493.71
53501,5,81.56
53502,7,55.38
53503,2,44.03
53504,7,7.84
53505,8,34.86
53506,3,79.87
53507,4,115.64
53508,7,50.55
53509,4,45.84
53510,7,121.21
53511,4,102.32
53512,5,79.75
53513,5,21.67
53514,4,29.26
53515,3,72.33
53516,3,31.88
53517,6,131.97
53518,5,80.57
53519,5,37.53
53520,4,112.18
53521,3,35.66
53522,3,57.89
53523,3,51.44
53524,4,50.64
53525,5,60.27
53526,6,71.41
53527,7,19.46
53528,3,63.96
53529,5,122.29
53530,7,59.87
53531,6,144.78
53532,6,55.77
53533,6,73.39
53534,7,18.85
53535,3,47.4
53536,3,56.66
53537,8,31.84
53538,5,139.87
53539,3,60.74
53540,1,56.67
53541,3,50.12
53542,9,26.94
53543,6,79.17
53544,4,68.82
53545,2,113.91
53546,7,59.5
53547,6,61.36
53548,8,37.71
53549,5,37.96
53550,2,12.5
53551,7,46.9
53552,1,31.16
53553,4,59.99
53554,8,58.3
53555,2,106.33
53556,5,64.89
53557,8,110.78
53558,3,35.07
53559,5,105.44
53560,5,50.82
53561,2,36.08
53562,3,39.57
53563,5,96.0
53564,6,75.94
53565,3,65.26
53566,3,34.03
53567,7,19.11
53568,4,68.83
53569,6,64.51
53570,6,29.4
53571,6,69.84
53572,4,19.42
53573,5,104.67
53574,8,29.28
53575,4,55.5
53576,3,65.48
53577,2,58.68
53578,6,124.23
53579,7,30.42
53580,2,95.68
53581,6,47.24
53582,8,120.77
53583,9,137.42
53584,2,25.89
53585,7,58.64
53586,4,42.16
53587,3,65.79
53588,3,45.05
53589,5,53.53
53590,9,53.6
53591,8,79.74
53592,8,34.13
53593,4,25.73
53594,4,84.82
53595,5,73.96
53596,6,66.39
53597,2,23.02
53598,6,42.24
53599,6,70.88
53600,4,421.25
53601,8,49.26
53602,7,33.49
53603,6,61.45
53604,6,117.95
53605,5,58.16
53606,5,53.18
53607,6,108.54
53608,2,57.12
53609,5,54.52
53610,6,33.46
53611,5,60.34
53612,3,36.17
53613,6,147.82
53614,3,37.52
53615,1,62.57
53616,8,39.91
53617,7,85.55
53618,4,73.38
53619,4,24.37
53620,6,84.23
53621,8,131.0
53622,9,132.82
53623,6,88.2
53624,7,34.16
53625,5,25.4
53626,7,25.49
53627,3,121.67
53628,5,108.58
53629,3,23.71
53630,1,20.73
53631,2,62.95
53632,3,8.9
53633,9,23.98
53634,5,31.32
53635,5,134.05
53636,5,14.17
53637,7,52.81
53638,3,25.53
53639,3,28.32
53640,12,102.38
53641,6,61.58
53642,8,11.03
53643,7,89.28
53644,4,77.76
53645,8,48.77
53646,3,52.96
53647,8,20.19
53648,4,84.17
53649,9,247.04
53650,6,23.65
53651,8,249.49
53652,4,55.43
53653,1,154.84
53654,8,113.95
53655,5,47.12
53656,4,80.11
53657,5,83.48
53658,5,34.21
53659,7,55.71
53660,8,320.81
53661,2,48.49
53662,6,46.59
53663,5,193.8
53664,4,46.7
53665,4,20.34
53666,2,77.49
53667,3,124.62
53668,2,87.87
53669,4,35.67
53670,1,31.27
53671,4,100.33
53672,6,144.84
53673,4,23.31
53674,4,152.26
53675,2,82.67
53676,8,5.04
53677,4,61.81
53678,7,10.87
53679,4,20.45
53680,5,29.77
53681,4,30.01
53682,4,151.7
53683,6,61.59
53684,4,71.33
53685,5,34.25
53686,3,61.47
53687,6,33.62
53688,3,19.5
53689,10,40.75
53690,4,35.33
53691,2,57.23
53692,4,58.05
53693,3,73.79
53694,6,67.57
53695,3,8.43
53696,5,55.18
53697,3,68.51
53698,2,16.05
53699,6,56.97
53700,6,199.13
53701,5,55.1
53702,6,64.74
53703,3,61.07
53704,3,8.47
53705,5,44.65
53706,5,59.77
53707,3,55.1
53708,4,51.41
53709,8,82.66
53710,4,65.25
53711,2,64.81
53712,5,95.98
53713,6,63.04
53714,7,63.59
53715,3,89.81
53716,1,78.12
53717,7,95.38
53718,3,97.52
53719,4,70.59
53720,6,60.78
53721,3,58.59
53722,3,27.35
53723,7,74.05
53724,5,21.33
53725,3,63.52
53726,7,28.92
53727,7,8.71
53728,9,31.6
53729,8,36.1
53730,4,41.18
53731,4,47.14
53732,6,29.58
53733,3,38.79
53734,5,17.09
53735,4,124.61
53736,4,81.71
53737,5,46.24
53738,6,44.97
53739,2,67.67
53740,2,42.09
53741,8,31.48
53742,4,35.62
53743,3,54.28
53744,6,54.92
53745,5,135.79
53746,3,97.43
53747,7,92.64
53748,2,33.14
53749,4,46.83
53750,3,66.1
53751,5,42.98
53752,4,54.2
53753,4,89.77
53754,9,56.16
53755,5,71.07
53756,6,56.57
53757,4,33.42
53758,3,30.85
53759,4,65.39
53760,3,32.92
53761,6,33.45
53762,7,77.63
53763,4,29.71
53764,3,99.89
53765,5,54.26
53766,7,53.47
53767,4,143.64
53768,7,36.75
53769,4,93.22
53770,5,40.6
53771,5,31.46
53772,4,82.31
53773,4,86.02
53774,11,48.48
53775,8,36.15
53776,3,59.22
53777,7,19.46
53778,9,48.17
53779,2,58.34
53780,4,17.71
53781,5,130.05
53782,5,90.23
53783,6,38.88
53784,8,135.96
53785,5,21.74
53786,6,76.19
53787,3,80.08
53788,5,6.16
53789,4,36.59
53790,7,51.17
53791,2,16.5
53792,5,51.63
53793,3,36.03
53794,4,72.08
53795,3,32.16
53796,3,68.56
53797,6,78.39
53798,7,62.62
53799,3,100.43
53800,4,383.55
53801,10,98.83
53802,3,12.49
53803,5,144.43
53804,3,56.62
53805,5,65.7
53806,9,98.23
53807,4,41.32
53808,6,59.68
53809,2,60.91
53810,4,111.41
53811,5,101.31
53812,5,77.11
53813,3,64.01
53814,5,92.48
53815,6,52.31
53816,6,18.3
53817,6,73.92
53818,5,55.39
53819,5,54.32
53820,8,136.81
53821,3,48.3
53822,2,45.61
53823,8,62.83
53824,4,20.82
53825,2,64.58
53826,10,110.27
53827,7,22.8
53828,8,213.24
53829,5,64.78
53830,5,49.21
53831,6,52.11
53832,2,74.1
53833,4,20.01
53834,6,57.73
53835,4,33.65
53836,3,95.64
53837,5,57.7
53838,5,118.87
53839,3,29.74
53840,4,66.29
53841,5,69.41
53842,3,15.76
53843,4,132.01
53844,1,95.8
53845,7,74.97
53846,5,93.71
53847,6,83.57
53848,3,17.66
53849,4,61.15
53850,4,56.14
53851,7,38.22
53852,2,32.16
53853,8,22.16
53854,5,76.77
53855,5,31.07
53856,7,50.9
53857,9,66.57
53858,4,48.25
53859,5,68.55
53860,6,64.51
53861,7,77.13
53862,7,17.93
53863,7,9.75
53864,7,49.33
53865,8,58.81
53866,7,74.4
53867,5,6.13
53868,5,103.53
53869,6,23.57
53870,8,46.74
53871,5,25.1
53872,5,20.98
53873,2,32.69
53874,3,47.94
53875,3,80.09
53876,5,31.78
53877,3,74.57
53878,3,27.94
53879,7,67.19
53880,7,33.74
53881,5,41.49
53882,9,85.98
53883,7,19.66
53884,7,13.09
53885,6,67.83
53886,5,63.8
53887,6,191.64
53888,3,67.25
53889,8,69.48
53890,3,54.72
53891,7,14.78
53892,4,31.93
53893,3,59.97
53894,10,28.04
53895,3,57.09
53896,6,34.88
53897,7,56.95
53898,4,95.75
53899,5,30.26
53900,4,517.1
53901,4,42.36
53902,5,28.03
53903,2,94.19
53904,6,31.07
53905,5,69.36
53906,2,9.23
53907,5,24.38
53908,5,35.12
53909,3,79.17
53910,4,8.34
53911,5,105.66
53912,3,83.86
53913,6,61.2
53914,4,114.11
53915,6,35.85
53916,9,53.15
53917,5,49.8
53918,6,29.28
53919,6,161.51
53920,13,25.17
53921,3,27.73
53922,5,113.8
53923,6,84.95
53924,7,56.77
53925,5,45.35
53926,4,142.72
53927,8,111.61
53928,2,152.19
53929,8,27.81
53930,5,236.72
53931,5,124.53
53932,7,40.92
53933,1,49.74
53934,3,95.54
53935,6,89.15
53936,5,27.15
53937,5,40.55
53938,6,88.4
53939,2,24.14
53940,4,17.49
53941,6,79.21
53942,7,65.0
53943,5,61.63
53944,3,93.99
53945,6,99.59
53946,6,59.39
53947,7,97.94
53948,5,53.32
53949,6,142.46
53950,4,108.3
53951,2,49.28
53952,4,67.7
53953,6,44.84
53954,5,70.33
53955,5,23.74
53956,5,61.32
53957,4,104.05
53958,4,39.82
53959,1,15.81
53960,6,44.5
53961,7,34.73
53962,8,20.44
53963,1,68.9
53964,5,37.2
53965,6,88.71
53966,5,37.23
53967,6,44.35
53968,6,29.58
53969,3,47.48
53970,3,22.81
53971,7,40.35
53972,4,122.07
53973,4,102.32
53974,5,118.08
53975,8,5.58
53976,5,133.11
53977,5,26.16
53978,6,42.67
53979,8,60.05
53980,4,22.08
53981,6,126.82
53982,2,26.72
53983,5,35.32
53984,7,20.2
53985,4,120.03
53986,7,20.94
53987,3,124.23
53988,9,113.78
53989,6,57.17
53990,6,23.56
53991,7,101.67
53992,10,46.97
53993,4,19.65
53994,7,57.37
53995,10,25.29
53996,3,84.81
53997,4,120.9
53998,9,20.71
53999,3,76.27
54000,4,417.92
54001,6,113.08
54002,7,25.07
54003,4,62.03
54004,2,140.41
54005,6,45.28
54006,4,58.87
54007,4,85.56
54008,9,67.36
54009,3,87.09
54010,5,50.99
54011,5,35.09
54012,5,27.6
54013,2,121.71
54014,5,135.3
54015,2,16.93
54016,2,29.71
54017,4,45.04
54018,3,76.15
54019,9,45.91
54020,7,69.34
54021,6,27.99
54022,5,67.44
54023,7,46.23
54024,5,79.53
54025,4,57.14
54026,4,84.07
54027,7,35.14
54028,6,46.5
54029,6,69.97
54030,5,53.08
54031,8,47.47
54032,4,62.09
54033,6,41.08
54034,4,13.21
54035,5,40.36
54036,5,16.87
54037,5,107.63
54038,6,75.67
54039,4,15.37
54040,4,15.86
54041,3,79.08
54042,6,63.74
54043,3,47.65
54044,4,71.31
54045,6,43.21
54046,5,51.86
54047,4,141.9
54048,4,55.46
54049,7,51.91
54050,4,48.98
54051,6,53.55
54052,5,95.03
54053,4,44.11
54054,5,56.19
54055,4,29.1
54056,5,74.89
54057,4,31.82
54058,7,73.18
54059,5,37.13
54060,6,13.37
54061,5,23.74
54062,8,33.9
54063,6,53.05
54064,3,14.74
54065,2,89.27
54066,3,87.08
54067,9,89.46
54068,4,10.63
54069,3,75.99
54070,5,81.66
54071,7,53.6
54072,5,43.94
54073,5,17.3
54074,6,59.95
54075,7,46.48
54076,8,45.16
54077,2,11.56
54078,4,53.77
54079,3,37.11
54080,5,92.63
54081,7,66.8
54082,6,41.73
54083,8,39.12
54084,5,76.95
54085,6,46.26
54086,5,29.72
54087,4,59.84
54088,4,7.85
54089,4,22.89
54090,3,81.92
54091,6,104.49
54092,5,81.21
54093,5,43.05
54094,6,56.08
54095,8,66.53
54096,6,55.7
54097,3,19.86
54098,7,66.2
54099,4,69.73
54100,3,210.09
54101,5,84.47
54102,5,37.77
54103,4,43.23
54104,6,27.26
54105,8,65.68
54106,6,22.39
54107,7,34.88
54108,7,24.33
54109,3,28.45
54110,5,70.36
54111,4,48.63
54112,4,78.9
54113,7,77.59
54114,6,116.78
54115,5,27.64
54116,7,75.26
54117,4,60.33
54118,4,79.98
54119,5,69.06
54120,3,58.81
54121,5,28.46
54122,8,76.97
54123,5,8.19
54124,2,43.93
54125,4,68.76
54126,6,70.15
54127,3,22.65
54128,4,81.89
54129,2,19.22
54130,3,44.33
54131,8,35.27
54132,3,23.57
54133,4,93.14
54134,6,73.49
54135,8,62.78
