antiguedad,gasto,soporte,satisfaccion,churn_real
2,318.4808163195671,0,5,0
20,260.96973219427315,2,1,1
8,38.7449002882842,0,5,0
67,224.358188062165,2,4,0
55,429.4711129247433,1,4,0
56,474.02501931776095,3,4,0
42,375.39177293080525,1,3,0
49,288.52657692716025,1,1,1
4,144.03529504561521,1,3,0
16,53.40694584052871,0,4,0
67,437.4930938350267,0,4,0
16,381.5858834751626,2,4,0
28,276.4269116395298,0,5,0
17,158.73603626218687,0,4,0
35,73.1539447354782,1,4,0
2,64.03549608254123,0,4,0
24,369.43585930204216,2,1,1
11,418.21422157101995,1,2,0
62,53.01790843793738,0,4,0
50,451.5114012021247,0,2,0
50,398.60959818249177,1,3,0
71,358.35340849604694,0,3,0
26,347.5648397048909,0,4,0
53,265.53548948442653,1,4,0
16,132.39026831092033,1,2,0
5,485.765538136944,3,4,1
66,327.67614743079184,1,4,0
32,137.06458917339205,0,5,0
28,259.06116264597006,1,4,0
10,29.169445801483604,0,4,0
22,52.80400309124117,1,2,0
24,51.580068839844664,1,5,0
42,189.09625766176487,0,3,0
28,415.9684540248642,0,4,0
41,257.55675627773667,1,4,0
53,436.3842849626271,2,5,0
7,136.72069248426064,1,4,0
9,426.5983030467312,1,5,0
53,449.9563799914752,1,3,0
51,185.37783331527342,0,4,0
48,406.9715778706144,1,3,0
42,452.5869553778061,0,4,0
7,342.9881587259655,4,2,1
61,446.33176151767304,1,4,0
61,136.61661664564969,0,4,0
30,372.0626043542484,1,4,0
64,116.22904319369114,1,3,0
55,390.5611989039554,1,3,0
63,459.32641891384117,1,4,0
17,383.5823006793876,1,4,0
61,255.55172249131607,2,5,0
52,362.97688056077226,2,5,0
56,63.605729897949495,1,4,0
54,254.36608593522658,0,5,0
32,25.7380185674986,0,5,0
56,101.55452029783297,3,4,0
5,420.83076777130907,0,3,0
41,266.07781321701594,0,3,0
40,403.34762006421806,1,4,0
37,78.27143059048667,2,4,0
2,231.8479559787443,1,5,0
32,260.5208745928686,0,2,0
20,461.33352664617433,2,4,0
17,66.49181879199857,0,5,0
4,35.334551232101354,2,4,0
35,244.18580227449294,1,4,0
70,112.75844715983743,2,1,1
46,130.55741113454644,0,1,0
42,129.64723246458448,0,2,1
63,424.62351286674385,0,2,1
70,359.4877013721999,1,4,0
51,60.72293783180385,0,4,0
60,461.9908797437869,0,5,0
63,74.57037373595847,1,4,0
68,38.48703513383862,1,4,0
14,325.7685087551461,1,3,0
27,328.6158415373077,0,5,0
52,436.30650255388423,2,3,0
52,289.5776873103236,0,3,0
31,318.9944519448757,0,5,0
8,399.0261135704201,0,5,0
9,466.6395027312966,1,4,0
58,239.66122286365137,1,1,0
36,182.1970348783417,2,3,0
33,214.00246623726667,2,4,0
39,105.59026610400016,1,4,0
7,302.7632548708288,2,4,0
32,231.85848019746092,1,4,0
11,229.3615165678583,1,4,0
18,163.29029101039802,1,4,0
55,458.9516143167891,2,5,0
10,123.4782362090933,0,4,0
65,107.15352182153919,0,4,0
48,38.500979753662214,0,4,0
68,454.59878751656856,1,5,0
46,381.33841468861584,1,4,0
59,91.07274330315632,1,4,0
46,345.931225697251,1,5,0
47,282.84631578140636,1,4,0
25,159.54268465337535,0,2,1
47,379.94586710096297,0,3,0
18,381.5269699254772,0,2,0
56,480.45157805505954,1,4,0
7,42.98056706423903,2,3,1
68,427.8055101305238,0,4,0
36,54.173718880514926,3,5,0
17,91.52618368314117,1,3,0
65,323.1212862870355,5,4,0
24,401.35886365797313,0,4,0
2,132.2395186413305,1,2,1
12,331.689536631055,2,2,0
69,337.06278370689387,0,1,0
58,119.23689220915095,0,2,1
35,469.3156031787082,3,1,1
30,377.1528368689112,0,5,0
21,360.2068613506794,3,3,0
47,493.0594157186072,0,1,0
66,147.0795780119554,2,3,0
52,406.6531849660089,3,3,0
52,333.94234047120386,0,5,0
69,250.7179812460562,1,4,0
55,420.37984021611084,1,3,0
4,349.3791924357032,1,4,0
40,452.5566463969114,1,3,0
45,420.0418843420508,1,3,0
67,351.1704248399749,0,3,0
37,276.68805567023765,1,2,1
70,359.9801391018583,0,4,0
70,488.0225863629484,3,1,1
36,274.7251926791977,0,3,0
14,476.6383059830388,1,4,0
68,180.3478494052511,2,3,0
57,325.99865447763244,2,3,0
43,61.126087866807254,3,3,1
68,267.1068428886023,1,4,0
48,125.2425748601373,0,4,0
2,217.04316114171345,1,5,0
41,150.44940069744993,0,4,0
39,480.0203824121916,2,3,0
12,123.13907108694193,0,2,1
67,331.30861339803386,1,1,0
36,266.3958739256286,0,4,0
56,60.711300187489655,0,4,0
57,169.49353914726402,0,2,1
59,71.59632218496685,3,2,1
29,24.136501896397426,1,4,0
56,217.12785732945719,1,4,0
55,67.44610844762772,1,1,1
17,255.11577854686155,3,3,0
25,86.2775098731636,2,4,0
26,381.38712677473535,0,2,0
32,460.23912100716507,0,4,0
29,215.61878819685273,0,4,0
42,139.34028888277732,1,4,0
21,326.20126481406305,1,4,0
3,468.30958141668447,0,2,1
47,443.0324267095716,1,4,0
63,22.930030013910727,0,5,0
53,69.67282373232061,0,4,0
42,293.61118002796616,2,3,0
50,73.75416286773563,0,4,0
24,109.6478340914711,0,4,0
5,44.18302753455103,2,4,0
38,223.24054314845517,1,5,0
4,143.77213842466165,0,4,0
60,175.63316040542227,1,4,0
59,430.0892979418566,1,5,0
71,368.06400152619204,1,2,0
62,418.5817170392605,1,4,0
25,486.7691799619337,1,4,0
38,48.98914654983159,1,5,0
65,248.10612763944624,1,5,0
1,147.81068880233454,3,4,1
37,396.11331545657765,1,3,0
52,108.80905919781583,0,3,0
68,153.48412183243238,1,5,0
42,403.3404636274362,1,4,0
32,146.5249010400712,0,3,0
50,216.44008554696796,0,5,0
40,320.8668597506227,1,4,0
7,409.6284130550922,1,4,0
1,346.7107726166962,0,4,0
30,190.261473581275,1,4,0
63,428.48837396902877,0,5,0
34,422.50114336395694,0,2,1
65,377.68305387505956,1,4,0
62,430.28593896234395,0,3,0
28,459.5287955243441,1,4,0
49,370.06678507819737,1,2,0
31,177.64328942234872,0,5,0
15,357.4436853456133,0,4,0
12,46.807110890631236,3,3,1
1,144.7253081672415,0,5,1
7,51.06062283332483,1,4,0
63,440.37456807616365,1,4,0
34,231.3128246320061,0,4,0
58,288.93709751204875,1,4,0
34,51.60197809658747,1,4,0
3,367.97465849676746,2,4,0
62,348.4107466842112,0,2,1
21,280.04699143337746,2,4,0
63,465.4615685340708,3,5,1
27,360.2396228725344,0,5,0
36,332.600345186864,1,3,0
35,499.04486487309646,2,5,0
34,317.96631729006924,1,5,0
18,101.47143066870055,0,4,1
14,464.69279386333585,1,3,0
33,63.25785206574693,1,4,0
29,99.48030086680794,2,3,0
5,461.0911937265198,1,5,0
2,497.30661530273244,0,4,1
69,244.99350731662474,1,4,0
6,221.49933086545286,1,4,1
63,475.6673886914512,0,5,0
67,67.11870509739026,0,3,0
20,155.0198214385149,1,2,0
61,162.63783973873745,1,5,0
11,308.5198802565404,3,5,0
48,185.56444805119804,1,5,0
55,392.7932552409487,0,4,0
40,144.14683492457826,1,5,0
58,406.563046526959,0,4,0
55,470.26568380277223,0,4,0
21,168.65813881281628,0,5,0
31,281.4164929000092,0,4,0
1,281.57087428797183,1,4,0
69,442.97085278942114,1,5,0
51,104.29064724126113,2,3,0
11,291.83210647688736,0,5,0
19,467.77572823277956,0,2,0
10,118.88844573040451,1,5,0
68,291.1793853750509,0,4,0
23,251.37040865229312,1,4,0
20,78.44802377546428,1,4,0
17,191.07429958279525,1,4,0
42,55.37309024625884,1,3,0
18,139.36225509220637,0,2,1
66,246.55786429100493,3,3,1
42,391.5299435733567,1,3,0
14,367.67946004612753,3,1,1
37,154.62580832074875,1,4,0
68,78.97852828841884,2,1,0
19,172.29042837031844,1,2,0
52,330.7608531701996,2,5,0
24,166.2327694904926,0,4,0
31,308.2644958331846,0,3,0
70,21.692919461200137,1,3,0
2,230.45880399819342,2,5,0
16,319.1845981988381,1,4,0
9,154.0181361771353,5,1,1
70,329.0544005281915,1,5,0
67,196.53693721003248,0,4,0
34,265.2392064098863,0,2,1
18,47.891094018036675,1,4,0
9,189.85808918770368,2,2,1
66,265.2894501969089,0,4,0
17,386.4856444751254,0,1,0
47,417.5945598188456,0,3,0
66,486.6474625608165,0,3,0
10,405.3522727334299,1,4,0
14,160.70190043265848,0,4,0
43,300.84010877724535,0,2,0
36,421.70478495135376,0,2,0
65,485.0134143945405,1,4,0
40,93.51394162007593,0,5,0
9,285.8021382125936,0,4,0
18,452.3216588711091,0,1,0
17,35.083698958964234,0,3,0
1,73.25738045595541,1,3,0
48,209.13814150596346,2,5,0
9,340.8384241684241,0,4,1
33,472.2586249627758,0,5,0
27,195.53461819459616,1,4,0
5,85.13589856124065,3,1,1
9,211.96097095351521,4,4,1
20,413.2331846422717,1,4,0
16,167.62458739587225,0,4,0
53,293.2507364059652,1,4,0
41,138.74870046655798,1,4,0
66,173.40689140515138,1,5,0
62,265.22177028552414,1,3,0
59,429.94445096273336,0,5,0
71,303.5628111916366,0,4,0
29,257.64458632434355,0,3,0
32,402.6002600711775,1,4,0
20,131.37632528253909,0,5,0
41,278.41620236406186,2,5,0
20,470.20664436863063,1,5,0
3,48.68712426910365,4,1,1
62,168.94383529322005,0,4,0
28,309.1505829480237,0,3,0
6,56.83453726981963,0,1,1
47,437.37374957507285,3,5,0
7,212.37821179982421,1,3,0
26,155.87270904722303,1,3,0
11,306.65643906825846,0,2,1
51,49.48828709879487,0,3,0
5,488.42291141673553,1,3,0
57,217.83862766850174,0,4,0
31,418.74720789740667,1,4,0
33,323.44438633144614,1,3,0
5,400.91345089434117,0,4,0
14,238.04147987061114,0,2,0
11,222.08735248747328,1,2,1
14,61.55672458600307,1,4,0
44,154.08070858361594,0,3,0
21,478.0613191473171,0,3,0
15,451.6280749325355,0,4,0
34,23.362019888666623,0,4,0
20,71.94378128343044,1,4,0
25,295.2199880775523,1,4,0
68,219.68301767056576,1,4,0
12,478.2173020271489,1,3,0
67,360.3573761321461,3,3,0
6,71.34766458715218,0,2,1
68,331.3745211064523,0,5,0
71,485.3495245696926,2,3,0
8,459.2432858528811,0,3,0
49,49.57703490935703,2,4,0
50,58.97395427551933,1,4,0
51,333.0514255869507,0,5,0
62,312.12372168504385,1,4,0
23,134.32280156808775,1,3,0
11,247.8788909743961,0,5,0
43,439.26141553754337,2,4,0
63,288.3063108602931,0,5,0
17,30.698837822020142,0,4,0
67,206.9227157074507,1,3,0
29,471.6941363544587,2,5,0
53,69.03085765488623,0,4,0
14,459.80760714970626,1,5,0
33,344.1215261019974,3,4,0
37,66.87593045873214,1,4,0
7,80.23728016417563,0,3,0
36,496.84646742930033,0,5,0
47,134.5094953714691,3,5,0
25,319.72707067386654,2,5,0
51,319.21738625710134,1,2,1
30,289.37987795594415,0,5,0
28,341.22286662298563,0,1,1
62,322.0022822274572,0,3,0
27,194.02486009793256,1,2,1
21,30.316425678036776,2,5,0
41,96.91352406812547,1,5,1
50,320.7009774774377,0,3,0
26,263.39350371725334,0,5,0
48,173.37069437202902,2,5,0
4,198.74619015447888,3,3,1
38,359.38231115646926,0,4,0
63,208.5240946758382,2,1,0
55,199.21457214186984,0,2,0
20,397.9398883336747,0,5,0
49,291.9039527796069,1,4,0
60,459.0736768802826,0,4,0
31,444.1265026238768,1,3,0
17,118.24791842122949,0,1,1
52,446.1257862345832,2,3,0
55,56.91624671279101,0,5,0
45,127.32087775428565,3,4,0
58,290.0333253495309,0,2,0
14,55.31435851001486,0,4,0
49,95.49112467230985,2,5,0
20,271.63713740070216,1,4,1
7,63.57738558398046,0,4,1
17,233.66313851788664,1,5,0
29,271.8664778737202,2,4,0
65,202.42425230664242,0,4,0
28,299.93284877205406,1,3,0
23,91.18311130118876,2,5,0
59,423.47031478142367,1,4,0
1,154.46263919849733,1,5,0
62,63.439634385876076,4,4,1
2,159.08962352069497,2,4,1
26,213.74251480179151,2,3,0
29,86.67100829581457,0,4,0
10,146.21294594374422,1,4,0
17,367.12718396955404,2,4,0
9,269.13996114866336,1,4,0
41,402.11516359385683,1,5,0
68,81.23804409594237,2,3,0
42,484.4230186390659,0,5,0
11,450.0194870709969,2,5,0
68,136.52565024085766,0,5,0
69,246.94038445484276,0,3,0
37,486.6940378451449,2,5,0
12,444.7062562041515,0,4,0
41,201.476495049998,2,4,0
58,425.2169831648885,1,3,0
61,376.29328898283086,0,5,0
41,202.2739933759236,3,4,0
12,409.52745892203325,1,3,0
71,219.29070981627387,3,4,0
51,38.771696659501984,0,5,0
6,42.704770896942875,0,3,0
11,409.3168160148737,2,3,0
58,281.52580138491135,2,2,0
46,484.6580713527636,2,4,0
20,23.767760490786163,0,3,0
27,293.9611619387089,0,4,0
53,268.76899658693685,0,5,0
47,378.7418556070865,1,4,0
41,274.4400322280628,1,2,1
44,25.728940483316993,0,4,0
17,345.58889079123486,1,5,0
14,75.2707309175777,1,5,0
21,116.6095277115496,0,5,0
71,71.37786357968453,4,3,0
6,222.64021213458824,1,5,0
19,57.339499029083214,0,1,0
21,162.80453873225196,2,2,0
36,50.61050261824916,3,4,0
60,328.6774262204034,1,2,1
2,86.96499078621515,0,4,0
46,351.470295889481,3,4,1
23,282.02888536567036,2,5,0
42,163.85216210970418,2,4,0
4,317.1792528315435,3,5,1
18,377.0107505413854,0,1,0
32,169.50101570307265,1,4,0
65,320.1695658515908,2,4,0
60,171.24367505412573,1,2,0
19,46.882456075697675,0,4,0
12,77.74867639286589,1,3,0
10,422.1304015501185,2,4,0
67,95.08962854562746,1,5,0
40,128.43992700139998,0,5,0
6,389.2061851032093,2,5,0
44,424.05367447113923,0,1,0
37,65.013081147706,2,3,0
51,368.8577878721024,2,4,0
69,46.79703792116827,0,3,0
23,396.6775276340859,0,3,0
20,28.285231630974454,2,1,1
9,286.1191434415501,0,5,0
68,178.70566970404607,1,5,0
45,313.64012789328484,0,4,0
63,100.63485940351666,1,4,0
30,252.73304625040896,2,4,0
57,148.70832617588437,0,3,0
7,387.87990648159916,0,5,0
48,378.71792958872504,0,1,1
13,102.30144166978107,0,1,1
18,353.442678937183,1,4,0
28,181.65113275257116,3,4,1
71,219.7573291746234,1,4,0
56,337.42721249614965,0,3,0
66,58.10324810138038,1,3,0
41,419.3991265637681,1,5,0
39,118.93251652471986,1,4,0
54,303.2411524443488,3,5,0
44,262.22202240118963,0,3,0
70,101.59824358369237,0,2,0
39,398.74369844984835,1,3,0
7,55.43073344146972,0,5,0
37,245.1436453751183,2,2,1
56,196.13382619389225,1,4,0
53,373.377441798379,1,5,0
24,462.56897899592497,2,5,0
60,246.54971362741657,0,2,0
27,160.48265280532803,2,5,0
16,206.1281224418264,2,4,0
61,129.13671024232656,0,4,0
37,113.97649717142151,2,4,0
67,462.91360594864017,0,4,0
50,244.68593114758772,0,4,0
54,496.9151155229527,1,5,0
59,442.459682722016,1,5,0
21,274.1362288320166,0,2,0
26,44.26294427007118,2,4,0
38,287.78762092877423,0,3,0
45,151.1143414958675,0,4,0
8,50.4931184556963,1,4,0
6,126.81367594281448,0,3,0
20,110.7613863045127,2,3,0
58,487.934900658173,1,3,0
47,433.69394216814646,0,4,0
65,499.002392932366,0,5,0
46,309.310866970622,2,4,0
62,465.73304311103885,4,2,1
3,167.42445888058043,1,1,1
52,328.47866398714615,1,3,0
14,278.2420032801883,3,1,1
50,171.66125994403342,1,5,0
64,232.3808333909906,1,4,0
2,139.70320024827942,2,4,0
24,131.8477015867712,1,5,0
42,47.16143347663072,1,3,0
51,434.12828097610964,3,4,0
31,476.3279909564627,1,2,1
24,128.29520172319465,1,5,0
36,32.394277536686204,0,1,1
40,271.8108987701006,0,5,0
71,319.80754945082924,0,1,1
70,160.88366913062865,1,4,0
28,126.3475542722966,2,3,0
12,242.3488394411967,0,5,0
8,265.39125292979656,0,1,1
45,385.98937300139414,0,5,0
4,446.4309824668825,2,3,0
63,195.69756384623577,0,3,0
57,144.68974095504217,1,1,0
31,232.63604694761054,4,4,0
46,478.2697027030822,0,4,0
36,324.8641366932515,1,4,0
35,479.3092106636175,0,1,1
9,464.67257272897297,1,4,0
41,60.62332450406012,1,1,1
13,76.23066618306751,3,3,0
61,319.34960863624985,1,2,0
69,188.08351671579481,1,5,0
62,45.499999504539886,1,3,0
45,400.55636449933013,0,5,0
3,399.2244768066796,0,1,1
41,273.8344998798451,0,4,0
23,393.0186232683989,0,4,0
58,241.88969665296278,0,2,1
34,94.52558913582946,1,5,0
20,490.8258220944647,1,4,0
57,107.57106417631422,0,4,0
45,458.8843413285937,2,4,0
55,422.24014166159503,2,3,0
59,336.8020476556667,3,5,0
31,168.6542738317299,0,4,0
31,403.8465282513885,1,4,0
4,40.86394479782351,2,3,0
12,78.43400715166126,0,3,0
33,430.50231389694744,1,2,0
10,376.6126514492448,3,3,1
47,369.1440139025344,1,5,0
7,151.52897898560508,0,5,0
7,313.7134029796157,0,5,0
64,83.9414083603751,1,4,0
18,350.65192905304497,2,3,0
26,365.62283913661804,0,5,0
17,496.7131964778836,0,5,0
61,391.55544980004674,1,4,0
34,476.38990770559747,0,5,0
17,266.8879948324285,2,2,1
50,472.9839005304667,1,1,1
25,99.94262609751908,2,5,0
61,487.6962367863291,2,5,0
33,59.4316929609525,0,3,0
26,308.3264712731559,1,5,0
46,170.40836222389873,1,3,0
42,135.70126478342758,2,3,0
22,48.09420534213997,1,1,0
49,21.11800094377431,2,3,1
23,80.08290457940089,3,4,0
22,400.83450682873644,0,3,0
31,324.18580431409794,0,2,1
1,450.2939036147142,2,3,0
60,398.8769534768676,1,4,0
63,270.9687782087034,1,3,0
71,70.45278732344602,2,1,0
32,134.71103442820436,1,3,0
37,344.08830646272486,1,4,0
50,444.02558140644373,0,3,0
13,126.21404655504432,0,4,0
63,153.70146200826795,0,3,0
14,57.07093188472758,0,4,0
33,164.15329137446466,1,2,0
23,404.430336274989,1,1,1
18,278.19416690080095,1,4,0
18,36.03257149824509,2,4,0
47,347.26332877697723,2,4,0
27,175.49022657341538,0,3,0
42,21.777783034899105,1,3,0
52,386.077662005928,1,2,0
30,251.6759630339919,1,3,0
6,451.2612953638025,0,2,1
62,270.3401626570847,1,4,0
48,468.570974704152,2,3,0
40,411.6072075380793,1,5,0
66,186.85480438520312,2,4,0
40,466.1995725720534,3,2,1
6,320.97695050503245,0,5,0
30,335.45325884723263,2,5,0
38,441.9525426118075,1,3,0
34,82.52137713025904,1,3,0
47,349.6647577985628,0,5,0
19,277.61587458778405,1,4,0
51,347.3151637128595,1,4,0
4,96.3560350039716,0,5,0
21,408.48057751122656,2,5,0
43,271.6237850529702,2,3,0
2,347.49481157598916,2,4,1
59,156.91067834939025,1,5,0
59,193.38958262316777,0,4,0
60,413.0834108476414,2,4,0
39,318.1635628483877,1,2,0
35,57.86322342347237,1,3,0
32,286.2935121809042,0,4,0
19,476.3967132183727,2,4,0
5,79.2589946262915,4,4,1
54,62.29236429955181,3,4,0
41,247.99396760933672,1,4,0
13,270.87513735720927,2,3,0
22,270.37779761788056,1,3,0
64,417.26907575590303,1,4,0
5,416.807562450398,1,3,1
6,354.00747683338756,2,3,0
63,422.51323166636183,1,4,0
44,374.1889365207977,1,3,0
42,87.5863291081187,2,3,0
59,461.5438975542745,2,5,0
37,204.62665032313095,3,4,0
36,404.9658791902987,1,3,0
32,227.4280860017883,1,5,0
12,99.93085075986241,0,4,0
12,97.85460070020744,2,4,0
70,134.40999075905066,1,4,0
46,28.00411372979193,0,5,0
69,40.076714591325796,1,4,0
30,116.76188638409778,0,5,0
57,364.90437381474294,0,3,0
28,496.1695639175242,0,4,0
68,385.4430613750703,2,1,1
44,144.30562606486518,0,3,0
9,247.6540021320081,2,4,0
34,357.2221906624591,1,5,0
35,236.90621457138226,0,4,0
50,357.42190946239816,1,5,0
7,183.01893859338014,2,5,0
29,82.32153497481148,2,5,0
45,460.3245126361055,1,4,0
17,272.192014632609,1,4,0
25,211.6859093562421,2,5,0
25,206.33460961812264,1,2,0
43,20.669768793433434,1,3,0
26,364.42113310797794,2,5,0
5,432.0204026788931,0,3,0
36,96.47350203417191,1,2,1
13,470.41297073435146,2,3,0
53,345.36769962379924,0,2,1
59,140.06980162820884,2,3,0
29,267.25111228404546,1,2,1
25,78.62466583098714,1,3,0
21,401.24831916946806,1,4,0
49,237.44371447450118,0,4,0
68,379.4733913370629,1,5,0
41,498.2184459079267,1,4,0
32,452.274015884036,1,4,0
48,477.68123511281686,0,5,0
23,355.17334624288776,2,5,0
1,193.6840285071419,1,5,0
44,241.31747589214066,0,4,0
32,289.50368770018474,2,5,0
21,481.0966388364515,0,4,0
18,351.2476630399665,0,5,0
49,154.6574845961927,3,3,0
26,449.03218534526275,3,4,0
44,207.57032794403392,3,5,0
2,405.03778130447057,0,5,0
8,458.2993141187584,0,5,0
29,34.30658660177386,1,5,0
67,41.605163636963205,2,3,0
23,337.74294224131285,1,2,1
39,392.75077574839935,1,5,0
22,158.10186188037048,0,4,0
63,29.59294280475369,1,4,0
58,41.35268265854691,0,1,0
21,313.8354569558821,0,2,1
45,221.36927132063377,1,2,0
67,126.88318914024394,2,4,0
61,346.41490955647646,1,1,0
66,354.86216635505156,0,2,0
42,205.30672577236984,3,5,0
71,155.94773419240437,0,4,0
45,454.75723177344656,2,4,0
44,98.63440777095342,0,3,0
57,469.51554145343937,2,4,0
63,416.7517591715029,1,4,0
56,188.4041214009796,0,3,0
56,141.80430115612936,1,4,0
37,24.460681203699757,2,5,0
50,194.68723075307693,1,5,0
64,234.35760369201708,1,2,1
64,354.4950918374101,0,3,0
14,410.35818284921805,2,5,0
64,324.280781540416,1,5,0
14,91.56750963511158,0,5,0
63,149.41633472923232,0,3,0
48,86.00732526357761,2,3,0
42,224.472237525419,3,5,1
26,297.27592449214023,0,3,0
68,156.32636524655135,2,4,0
55,381.6182234512433,3,5,0
44,412.4117102874206,0,5,0
67,84.84930590774951,0,5,0
26,256.533098706434,0,4,0
5,202.89984752963784,2,3,0
16,272.24961113253596,1,5,0
10,264.10558785958375,0,5,0
40,481.5218319953597,2,4,0
58,44.65297504781633,1,3,0
24,399.34954554302715,0,4,0
32,422.8368062387448,2,5,0
58,455.00528289095223,0,4,0
70,473.7014149954387,1,3,0
9,264.8330478592057,0,5,0
56,485.1880678319399,1,3,0
34,322.6607205410973,1,4,0
32,284.9133782023208,0,4,0
6,237.53475728695156,2,5,0
53,103.89583177491326,3,3,1
11,229.10120962169813,0,4,1
30,456.0133414215894,3,4,0
34,406.87826465310826,0,4,0
62,458.65748627399955,2,2,0
5,113.40674211345589,1,4,1
17,427.01200291313893,0,5,0
31,452.972399153306,1,4,0
42,259.72178062935217,1,4,0
37,404.310452538034,0,2,1
22,340.0459807347245,1,4,0
12,487.16935325975425,2,4,0
15,95.48194540436022,1,4,0
13,49.475631596645755,0,4,0
38,384.77183267382014,0,4,0
6,440.28031039769064,1,5,0
7,158.98325035704306,2,5,0
63,116.1676548112078,0,1,1
55,44.672177928218986,1,4,0
17,110.97778053043776,3,5,1
63,218.32416070248422,0,3,0
1,172.95206584285123,0,2,1
24,32.709667584893545,1,4,0
23,24.831058465840297,0,5,0
2,324.6311176178251,3,4,0
22,443.01461426217327,0,1,1
12,297.7572001601539,1,4,0
31,37.458886023982565,0,5,0
69,208.3696380547003,4,4,0
57,408.7303998341366,2,4,0
9,107.70549618126014,2,4,0
4,175.34223291143076,0,2,0
30,280.616877457688,1,3,0
29,399.2894908154217,0,4,0
47,315.68259037248595,1,3,0
59,371.4663094277991,0,5,0
54,380.2345366465375,1,4,0
60,404.83628612417647,0,4,0
41,491.40847194236216,2,5,0
29,252.66208386450782,3,4,1
12,34.14147505618164,0,4,0
26,213.38438512615872,2,4,0
23,489.990432167956,1,4,0
44,118.65213066193049,1,5,0
53,218.86934838273567,1,2,0
57,361.81802775504565,2,4,0
68,32.87161907886991,1,4,0
11,234.6747911222028,0,5,1
15,181.13227092705696,1,3,0
54,121.48176496920648,1,4,0
48,386.749848910271,0,3,0
3,397.8921522523536,0,2,1
16,62.31936817727181,0,3,0
36,21.219723486804618,2,5,0
63,199.98300440133096,1,5,0
28,208.99831971167433,2,4,0
8,311.199538394373,0,5,0
56,348.44990947785,1,5,0
32,422.2304992267834,2,2,1
5,20.669014905786405,0,4,0
4,494.6388682128717,0,4,0
67,379.4599627867086,0,2,1
24,137.86126982112873,2,3,0
60,342.5869282126733,1,4,0
3,379.7979803577532,0,5,1
64,246.8731187733173,1,1,0
53,323.4441258327094,0,4,0
47,128.0969675019316,0,3,0
66,115.65710207917871,0,3,0
44,419.25861139686987,2,4,0
49,366.73888954969163,1,3,0
41,286.2894524823988,1,4,0
52,263.84551045349815,1,4,0
2,162.29270344856496,1,5,0
17,277.9660585845944,2,4,0
19,272.3437612801856,0,4,0
47,390.60012920847777,0,3,0
38,311.75970825215467,1,3,0
5,425.4835987976328,0,4,0
19,307.4908217431056,2,4,0
66,205.3215550297195,2,4,0
22,318.79778158732404,0,4,0
16,203.23138920134767,1,4,0
13,351.4657885068196,0,5,0
55,370.7086230400726,0,5,0
20,48.55806182985461,2,2,1
7,222.06479644654127,1,2,0
9,499.22288833802304,0,5,0
31,405.65599683970436,0,4,1
7,445.8090458986787,4,4,0
24,274.5461748379478,1,4,0
18,431.4247703732627,0,4,0
60,94.91065846160407,1,3,0
3,63.84861124163157,2,1,1
68,282.81425636459187,2,4,0
29,216.30307597345524,2,5,0
2,430.01624581631114,1,5,0
13,198.00892087727811,0,4,0
38,229.27376612029633,0,5,0
14,200.0225389028987,1,3,0
39,387.28153836927936,0,2,0
1,281.8048376193307,2,3,0
71,363.36298871440613,2,5,0
35,84.26281382331305,1,2,1
52,484.64880232289386,0,4,0
55,420.8179184997378,1,4,0
11,162.7220954219341,1,2,1
69,211.68839838207228,1,2,1
12,223.4360236266917,0,4,1
54,182.38256883357818,1,5,0
41,303.4030400062292,0,4,0
54,469.0194016971182,1,3,0
64,370.4003462552363,1,3,0
18,399.5887948940556,0,5,0
50,367.74910726182196,0,4,0
9,281.59757832037764,1,4,0
35,57.884598470442285,1,4,0
25,277.53722929129617,0,5,0
52,147.68955062316417,1,3,0
51,388.5498953752763,2,2,1
29,447.1474274295696,1,4,0
41,466.9241656238741,3,3,0
62,482.4000771096023,0,4,0
48,454.311656956729,0,3,0
43,291.18442804209695,0,4,0
23,478.2109140892037,2,2,1
33,431.3818273896041,0,3,0
37,458.63538930853883,2,5,0
29,206.69687337921914,0,5,0
53,425.10193978070936,0,4,0
11,25.29684371909161,0,4,0
22,365.75654287774415,0,4,0
18,32.29838826897147,0,4,0
22,60.49207908299625,0,1,1
20,406.1544188480015,0,3,0
70,493.94577184151524,2,5,1
13,336.8804136709999,0,2,1
2,390.45991905532907,1,3,0
41,28.516232231153662,0,4,0
13,423.72409203447035,1,5,0
36,127.73680591282044,2,3,0
68,223.77173469966255,0,3,0
17,298.84050308809003,3,4,0
28,329.7221723503826,0,5,0
29,98.56740035033481,1,3,0
55,165.18423187766848,0,5,0
68,375.07133526402924,0,5,0
5,182.90736550944433,0,4,0
48,36.58450727809749,1,4,0
67,494.65152050881085,2,4,0
44,401.4533957368254,0,5,0
11,379.89802692090865,0,3,0
14,321.36570564024294,1,5,0
24,329.590286791538,1,5,0
22,474.7503671111534,1,4,0
42,485.19449365533615,2,3,0
45,413.44068080817095,1,5,0
69,497.90890819815866,1,4,0
8,255.265986236904,1,4,0
31,123.03064842207591,0,4,0
60,41.481852807895514,0,2,1
58,211.19753565087737,0,4,0
43,356.78960903944693,2,5,0
43,221.74421180046505,1,4,0
31,300.9681002726361,0,5,0
64,238.4988778867128,1,4,0
52,390.51620647659615,2,4,0
27,71.9379987916841,3,3,0
33,351.05537589538557,1,4,1
17,475.2218041730921,0,3,0
