product_id,sku_name,categoria,costo_unitario,precio_lista
587a5ea3,CAM-DarkSeaGreen-374,Camping,36.81,57.43
0e4737ef,ILU-IndianRed-951,Iluminación,15.42,22.74
bac581d7,CAM-PaleGreen-408,Camping,13.8,20.64
b505c919,LEN-LightCoral-734,Lencería,,15.02
370d2c91,VIA-SeaShell-672,Viaje,5.52,10.78
bb2ea137,PES-DodgerBlue-978,Pescados,21.08,33.28
9341fcab,ALI-Plum-287,Alimentos,19.49,29.53
9a3eb538,JAR-CornflowerBlue-745,Jardín,82.3,125.19
a7fd3417,FER-SandyBrown-111,Ferretería,27.32,49.83
c1c69121,CAR-Olive-859,Carnes,20.79,31.61
1f496823,CUI-PaleVioletRed-967,Cuidado del Bebé,,9.05
f2029b82,DEP-Violet-864,Deportes,33.19,53.45
b08a5333,ALI-CornflowerBlue-291,Alimentos,27.74,47.85
93a77c9a,HIG-Red-215,Higiene Personal,23.95,39.11
775c834f,INF-MidnightBlue-593,Informática,12.72,17.8
fda7aeb1,AUT-DeepSkyBlue-249,Automotriz,18.4,28.41
175e44ce,HIG-Tan-684,Higiene Personal,76.93,115.75
f3cdeaba,CAM-PaleVioletRed-395,Camping,8.76,14.79
b41e5cd7,LÁC-Gainsboro-814,Lácteos,15.29,24.08
a897567e,,Deportes,30.25,58.83
a1f3a81f,ROP-Coral-750,Ropa Niño,32.33,46.55
dbf516b8,DEP-Chartreuse-364,Deportes,15.77,21.53
f0b197d3,REL-Orchid-877,Relojería,37.46,61.63
17df7ced,TEL-IndianRed-933,Televisión y Audio,52.09,
e86ab320,ROP-Violet-639,Ropa Mujer,14.94,24.35
5d2f80f7,ACC-Gold-718,Accesorios Móviles,10.8,14.1
010d3516,LÁC-Bisque-869,Lácteos,25.17,32.88
7bc34d83,ILU-DarkKhaki-267,Iluminación,16.98,24.59
c9aeb17d,AUT-YellowGreen-977,Automotriz,40.02,63.3
b4c3c697,FAR-MediumSeaGreen-704,Farmacia,27.5,52.71
14d5fff0,DEP-LightPink-590,Deportes,27.54,36.29
fa7534bf,ELE-MintCream-459,Electrónica,29.76,
de110da6,DEC-SeaGreen-848,Decoración,9.2,15.67
26230f2c,ROP-LightGray-961,Ropa Niño,25.36,33.08
e5320ed8,SAL-Gainsboro-154,Salud,16.81,33.11
6e353116,PES-DarkGray-698,Pescados,18.46,25.03
2d4b07c7,MAS-IndianRed-154,Mascotas,12.07,18.91
cfe7f689,LEN-DarkOliveGreen-345,Lencería,29.64,41.61
bc5e07d0,INF-Aquamarine-473,Informática,35.28,66.79
0c822742,HOG-BlueViolet-757,Hogar,12.43,21.61
77366743,HIG-LightGoldenRodYellow-323,Higiene Personal,29.9,50.65
fb7a73d1,ILU-Crimson-781,Iluminación,14.89,27.47
a7c770d1,ROP-DarkGreen-282,Ropa Mujer,42.11,75.24
f3633e64,BIS-Crimson-572,Bisutería,9.7,12.93
478cf3fd,PEQ-HoneyDew-730,Pequeños Electrodomésticos,8.35,11.23
feb12966,BIS-Orchid-463,Bisutería,31.0,55.55
bb2766a1,JAR-White-855,Jardín,9.45,13.48
496aff7c,BIS-OliveDrab-790,Bisutería,36.07,64.54
67049343,ACC-DarkRed-458,Accesorios Móviles,25.73,50.78
dbf05887,DEP-Lavender-394,Deportes,7.68,10.77
19a12dae,ROP-Gainsboro-242,Ropa Mujer,21.06,32.22
3c803ffd,INF-Yellow-762,Informática,43.26,80.69
70399a32,BIS-Chocolate-748,Bisutería,9.51,17.2
96f66095,BEL-DarkKhaki-130,Belleza,14.45,21.26
e7652c45,FER-SlateBlue-966,Ferretería,8.69,13.09
00775ed6,LEN-PeachPuff-473,Lencería,50.99,85.17
dae495fd,PES-Coral-101,,13.0,17.76
f60e983e,ALI-Yellow-531,Alimentos,14.64,21.14
fc7ec6b0,ELE-BlanchedAlmond-679,Electrónica,15.55,
,ILU-MistyRose-485,Iluminación,37.16,51.37
991d3b22,DES-PaleGoldenRod-205,Despensa,,78.08
8af63526,DEP-White-377,Deportes,9.64,16.31
e9c3eff1,DES-Purple-486,Despensa,17.95,30.63
2af1be9b,VIA-Peru-887,Viaje,41.32,57.57
a0b74e16,PAN-Gainsboro-472,Panadería,11.46,
304f9378,LÁC-PapayaWhip-907,Lácteos,18.15,34.28
cf650073,INF-SeaGreen-352,Informática,25.85,48.11
fe1ebabe,CAM-DarkKhaki-653,Camping,18.95,24.88
befde4a6,MOD-IndianRed-476,Moda,12.49,19.1
9ea204ea,BEB-LightCyan-756,Bebidas,31.65,59.89
1f744333,CAL-DimGray-998,Calzado,16.6,24.72
4bb455a2,PEQ-DarkBlue-201,Pequeños Electrodomésticos,15.27,30.24
22934411,VIA-DeepPink-157,Viaje,29.24,44.95
7719cb09,FRU-CadetBlue-636,Frutas y Verduras,,12.34
4d887f53,JAR-OldLace-131,Jardín,14.77,25.25
cfd41e07,JUG-Chartreuse-673,Juguetes,42.83,68.36
559a4f04,DEC-DarkSlateBlue-846,Decoración,12.41,17.53
0410852b,FAR-LightCoral-798,Farmacia,27.06,43.01
666f54d4,BEL-DodgerBlue-754,Belleza,27.93,50.57
897efd4c,CON-LightCyan-219,Congelados,12.92,20.71
be821079,PES-DarkBlue-468,Pescados,23.84,42.86
c0c868ee,ILU-MediumOrchid-402,Iluminación,10.39,17.36
57c5bf12,DEP-DARKORCHID-527,Deportes,53.77,81.01
73050b3c,BEL-DarkGray-471,Belleza,14.37,25.19
306b6ebd,AUT-Chartreuse-481,Automotriz,63.95,98.94
d7ac1019,LEN-Lavender-364,Lencería,17.79,35.14
30921723,ROP-GhostWhite-833,Ropa Mujer,14.5,28.34
,MAS-DarkKhaki-605,Mascotas,18.39,25.46
9d4d618e,SAL-HoneyDew-304,Salud,22.02,35.22
744321c4,AUT-SandyBrown-301,Automotriz,37.21,70.6
1d072ccf,CAM-Turquoise-467,Camping,65.84,124.86
c7394323,BEL-DarkMagenta-868,Belleza,40.18,57.79
3c090129,ACC-IndianRed-891,Accesorios Móviles,27.01,43.16
0abd595c,CAL-Tan-744,Calzado,20.97,39.78
aa055cbf,JUG-Lavender-213,Juguetes,8.51,12.18
ff11c142,ILU-Crimson-361,Iluminación,25.5,41.87
9c43399c,BEB-DeepPink-134,Bebidas,16.78,21.91
2977ccd9,CAM-Tomato-160,Camping,18.6,36.68
59a6a863,DEC-PowderBlue-766,Decoración,31.04,
4f8b8fd4,CAR-LightPink-112,Carnes,25.73,36.49
08d9a4c0,ILU-LightGreen-896,Iluminación,28.5,38.74
9a154189,ALI-DodgerBlue-281,Alimentos,13.83,21.12
a5839960,VIA-DeepSkyBlue-912,Viaje,7.83,15.48
9a3c74d8,DES-PaleVioletRed-354,Despensa,6.02,9.92
559efbd2,MUE-DeepPink-763,Muebles,23.95,34.09
3c926550,MUE-LavenderBlush-474,Muebles,12.87,20.36
8b48d621,PAP-Black-463,Papelería,56.2,76.76
b081185a,MAS-Ivory-367,Mascotas,9.67,17.86
9705e9aa,CAL-Blue-651,Calzado,44.41,69.36
9994a30a,DEP-AliceBlue-991,Deportes,10.99,21.61
b98d1aa0,MAS-DarkGreen-877,Mascotas,13.72,19.82
c5831bbc,LÁC-ForestGreen-236,Lácteos,10.94,19.52
08357e6f,FRU-CornflowerBlue-193,Frutas y Verduras,47.61,81.66
100c408a,SAL-AliceBlue-107,Salud,12.91,22.61
4c5c553c,CAM-Bisque-598,Camping,48.82,93.82
8bc434f7,MUE-Purple-802,Muebles,6.44,12.26
e2ed0f1b,ROP-Sienna-358,Ropa Mujer,15.29,30.53
1cca5e68,MUE-DarkOrchid-965,Muebles,14.65,20.49
ff5279e5,ELE-MediumSlateBlue-261,Electrónica,22.27,39.78
8a1e539e,REL-AntiqueWhite-418,Relojería,6.35,8.4
4b52b93a,BEL-DarkTurquoise-396,Belleza,16.2,24.9
9861c4ce,LEN-Tomato-137,Lencería,9.29,14.73
70fd60be,JUG-PaleGreen-873,Juguetes,7.04,13.01
cf747012,JUG-OliveDrab-863,Juguetes,44.22,67.71
,LÁC-MediumBlue-330,Lácteos,23.07,43.8
6b778b30,MAS-Cornsilk-974,Mascotas,22.57,44.67
78114eb2,HOG-Lime-716,Hogar,17.99,35.91
873bf33b,CON-MediumPurple-812,Congelados,18.79,30.97
7e4f001e,MUE-PeachPuff-552,Muebles,26.8,49.55
7e53b486,MOD-Plum-860,Moda,10.46,18.73
ea44d18d,MOD-Orchid-476,Moda,22.25,32.91
92317bab,FER-WhiteSmoke-321,Ferretería,76.01,118.63
83427af9,CAL-DeepPink-226,Calzado,27.91,45.19
14422661,PEQ-DarkGoldenRod-998,Pequeños Electrodomésticos,21.99,38.71
2d72dbc6,ALI-PaleGoldenRod-694,Alimentos,16.4,31.66
a9ad3fb9,LEN-MistyRose-794,Lencería,22.37,37.24
36c4429b,BEB-Coral-793,Bebidas,6.12,8.18
31fd9334,,Panadería,124.29,176.36
5f4c11fc,JAR-PaleGreen-106,Jardín,52.28,89.01
db3ae5a8,MOD-PaleGoldenRod-526,Moda,9.96,15.79
72f75228,DEC-DarkSlateGray-321,Decoración,14.69,19.14
7508673f,MOD-Gray-585,Moda,14.84,25.25
316db22f,VIA-Gold-891,Viaje,12.15,17.79
6c5a434f,JUG-LightSlateGray-469,Juguetes,16.78,22.1
8b584997,PES-SlateGray-554,Pescados,25.5,33.23
1a07f703,LEN-DarkSlateBlue-721,Lencería,24.25,42.31
2870d908,CUI-Navy-327,Cuidado del Bebé,19.91,30.32
5f769f1a,LIM-Aqua-796,Limpieza,20.2,31.18
c6c161ac,VIA-ForestGreen-377,Viaje,18.72,35.11
398fbccb,PES-SteelBlue-484,Pescados,28.06,45.53
78772192,BEL-DodgerBlue-510,Belleza,16.25,26.43
8e8e3d89,ALI-FireBrick-851,Alimentos,20.98,38.27
571ccd41,BEB-BlanchedAlmond-137,Bebidas,22.67,40.48
5464e349,ILU-MEDIUMAQUAMARINE-180,Iluminación,15.25,23.26
5f7a8f57,CAM-SpringGreen-244,Camping,45.52,66.72
f14208e2,HIG-LightYellow-318,Higiene Personal,8.6,11.63
753e4d4c,CON-LightCoral-672,Congelados,13.2,24.48
34be25a5,HIG-CadetBlue-693,,6.31,8.88
5159757c,VIA-MintCream-301,Viaje,,
7a0d00ed,PEQ-Chocolate-655,Pequeños Electrodomésticos,35.72,65.31
ad1b784d,JAR-Peru-399,Jardín,28.13,43.3
4cab4aaf,PAP-LightSalmon-170,Papelería,22.03,35.16
8ea9387e,REL-MediumOrchid-458,Relojería,23.09,43.19
c5232636,CUI-HoneyDew-769,Cuidado del Bebé,14.19,27.94
727653ca,DEP-AliceBlue-272,Deportes,16.48,30.91
90156590,CUI-SaddleBrown-671,Cuidado del Bebé,11.59,20.05
fe538570,ROP-DarkRed-489,Ropa Hombre,,76.36
,PAN-Magenta-972,Panadería,24.6,48.02
ee0aaaa8,CAL-DarkSalmon-343,Calzado,9.97,18.29
c0c28ac5,LIM-IndianRed-967,Limpieza,25.12,47.89
b7f8d01d,FAR-Aqua-321,Farmacia,28.47,55.34
502fc558,CAL-Cornsilk-302,Calzado,18.34,34.58
0e162428,MAS-LightSteelBlue-215,Mascotas,5.34,10.02
cf532473,PAN-Tomato-943,Panadería,44.52,85.41
5ab73c09,ROP-Linen-572,Ropa Niño,15.64,27.2
,ACC-Cornsilk-623,Accesorios Móviles,11.41,17.95
7144a8ea,FAR-RoyalBlue-217,Farmacia,25.09,35.21
7df8bf51,MUE-DarkGoldenRod-423,Muebles,26.19,42.16
aab60c7e,MOD-CornflowerBlue-992,Moda,23.19,40.08
3c4931c2,JAR-MediumTurquoise-754,Jardín,27.7,54.86
8e00e28e,VIA-Tan-549,Viaje,12.83,24.58
8bec7441,DEP-DarkTurquoise-589,Deportes,19.14,34.96
510bd2cd,MUE-MidnightBlue-137,Muebles,24.84,
f2c0a839, ALI-MediumSpringGreen-676 ,Alimentos,17.84,26.13
aaa16990,HIG-IndianRed-806,Higiene Personal,15.13,
b404083f,AUT-Tomato-546,Automotriz,12.74,19.99
b5a3e9ba,DEP-MediumSpringGreen-110,Deportes,25.16,47.61
6a604a09,ELE-Maroon-218,Electrónica,49.51,64.73
b1617881,ROP-MediumVioletRed-625,Ropa Mujer,12.81,21.19
706cf7b7,MUE-GreenYellow-945,Muebles,18.67,34.94
cb269ca2,BIS-PaleGoldenRod-924,Bisutería,13.26,23.79
1c8ab446,SAL-DarkMagenta-317,Salud,45.92,78.24
a43faedb,REL-LightSkyBlue-372,Relojería,6.58,9.19
a05c8fb6,CAM-SteelBlue-204,Camping,23.31,40.11
8f9aca8e,HOG-FloralWhite-349,Hogar,12.85,17.5
08251551,HOG-LightSkyBlue-935,Hogar,13.54,19.2
29415c29,DEC-LightSeaGreen-934,Decoración,43.63,84.97
8b20e4fb,VIA-RosyBrown-800,Viaje,8.93,17.32
6db8ffa8,FAR-MediumPurple-422,Farmacia,6.4,9.28
fce8e8c0,CUI-BlanchedAlmond-694,Cuidado del Bebé,27.31,
3b4c71a5,ROP-DarkOliveGreen-883,Ropa Niño,32.26,57.83
269347ca,AUT-DarkRed-689,Automotriz,39.71,58.18
e8b23a62,PAN-Olive-315,Panadería,17.8,35.37
8b81f269,INF-YellowGreen-897,Informática,32.51,64.24
53b2c0c3,ALI-DarkOrchid-471,Alimentos,12.26,20.38
a37dbae2,LÁC-LightCyan-420,Lácteos,21.21,33.84
8f1c850f,DES-MintCream-867,Despensa,27.91,49.28
bfe24631,FRU-MediumTurquoise-263,Frutas y Verduras,103.6,190.96
d1003efb,DEC-DarkCyan-264,Decoración,7.53,12.86
22ba68a4,DES-Plum-250,Despensa,20.8,30.2
973230b7,FRU-PaleGoldenRod-681,Frutas y Verduras,13.02,19.7
73f7a13f,ELE-LawnGreen-229,Electrónica,44.07,67.48
,DEC-Lime-738,Decoración,53.25,80.01
c92ef8d6,ROP-Chartreuse-351,Ropa Hombre,10.87,17.26
085dda3d,ELE-MistyRose-350,Electrónica,34.18,48.06
c8b3c420,CON-Beige-317,Congelados,28.1,55.71
76ae6993,FER-RoyalBlue-257,Ferretería,18.6,27.49
f09bbca1,BEB-Beige-592,Bebidas,10.22,16.89
8e0645a0,CAR-GoldenRod-576,Carnes,21.61,32.72
58a85350,BEL-PaleGoldenRod-898,Belleza,9.5,12.45
c6bd4b49,ROP-DarkOrchid-133,Ropa Hombre,46.27,84.17
7802ce4d,JUG-DarkTurquoise-403,Juguetes,18.54,
4e62f041,JAR-YellowGreen-424,Jardín,20.04,34.06
5b254ffd,MOD-Black-562,Moda,16.76,29.09
d9c53185,ROP-DarkSeaGreen-982,,6.75,10.83
87bce7a1,ROP-Magenta-163,Ropa Niño,35.19,61.97
7ca68b46,PEQ-SteelBlue-595,Pequeños Electrodomésticos,19.23,30.27
81440956,FRU-DarkBlue-414,Frutas y Verduras,18.56,26.41
a7594d1b,LÁC-PaleTurquoise-343,Lácteos,16.4,29.65
32dff028,ELE-Thistle-348,Electrónica,12.77,22.27
df0340a4,ROP-Red-823,Ropa Niño,18.22,27.88
c34114af,SAL-MintCream-150,Salud,114.7,197.43
05b3623f,CAL-LightCyan-151,Calzado,27.24,45.55
9cdad286,BEL-SlateBlue-172,Belleza,20.49,29.89
bfc97668,MAS-Gainsboro-293,Mascotas,14.45,27.77
940a489a,LÁC-RoyalBlue-133,Lácteos,31.79,63.28
6a86d381,BEL-Sienna-976,Belleza,49.18,69.93
b2002fdc,PAP-LightSalmon-450,Papelería,18.11,25.76
2b1e5518,PAP-DeepPink-954,Papelería,16.17,31.77
2ce91cfd,PEQ-Lavender-138,Pequeños Electrodomésticos,18.22,28.65
509cadb5,PEQ-SlateBlue-962,Pequeños Electrodomésticos,14.79,21.48
77875351,CAL-SteelBlue-663,Calzado,21.86,42.93
ba2cd097,BEL-CadetBlue-808,Belleza,20.48,36.15
ab64bb1f,ROP-MediumSpringGreen-887,Ropa Niño,,
33a337d7,HIG-Magenta-543,Higiene Personal,12.54,20.57
,HOG-Coral-311,Hogar,21.15,40.93
f7099e55,HIG-ForestGreen-755,Higiene Personal,26.08,45.04
06242b4f,SAL-HoneyDew-980,Salud,21.17,39.41
6537a36a,JAR-Fuchsia-801,Jardín,8.32,10.86
cf1ccb3b,TEL-Tan-638,Televisión y Audio,31.6,
657444fd,JUG-LimeGreen-728,Juguetes,63.17,103.55
bc2d1179,CUI-AntiqueWhite-558,Cuidado del Bebé,19.35,26.86
f5c3ff28,FRU-Silver-518,Frutas y Verduras,4.72,7.28
298a950e,CUI-PaleGreen-710,Cuidado del Bebé,54.4,95.21
b98739d5,PAP-AntiqueWhite-556,Papelería,20.89,40.96
,REL-MediumPurple-647,Relojería,14.07,21.16
3cf1c456,REL-Black-815,Relojería,57.14,94.3
cc603a59,ILU-BlanchedAlmond-765,Iluminación,10.34,19.3
dcca9af0,LIM-Chocolate-787,Limpieza,30.3,46.68
3d78addd,LIM-MediumAquaMarine-522,,16.88,24.72
fc45d260,PAP-OliveDrab-236,Papelería,15.94,30.24
9fccccf3,JUG-BlanchedAlmond-340,Juguetes,75.74,
ac8fa9c1,REL-Khaki-855,Relojería,,21.47
1d169ef0,ELE-RosyBrown-846,Electrónica,56.01,78.41
5f2e3c91,ALI-Peru-760,Alimentos,42.32,65.12
f15f9c97,PAP-LightSlateGray-167,Papelería,7.44,13.15
aab7eb63,ILU-LawnGreen-723,Iluminación,9.59,17.9
e52323e1,BEB-SpringGreen-952,Bebidas,9.09,13.03
cd939792,CON-MediumSeaGreen-757,Congelados,20.27,29.32
0e349c14,CAM-PaleGreen-860,Camping,,31.37
65013d6b,BEL-Gray-448,Belleza,27.04,37.85
9ea24dc,ALI-MediumBlue-692,Alimentos,33.28,54.58
21569ea4,ROP-Snow-970,Ropa Hombre,21.06,30.94
6c8caacc,FAR-LightCoral-190,Farmacia,15.68,21.51
c4d01e72,MOD-Gold-852,Moda,23.17,40.62
1b7f840a,BIS-LightGoldenRodYellow-617,Bisutería,29.85,43.43
e20f6a30,DEP-Wheat-288,Deportes,44.03,79.87
c2f86b6b,PAN-DarkOliveGreen-297,Panadería,26.2,40.9
f109eda4,MAS-DarkGoldenRod-718,Mascotas,34.81,49.31
1f8b53fb,CAM-Green-592,Camping,12.87,20.58
3d03a6eb,LEN-LightSalmon-367,Lencería,57.06,103.77
e3f8c0b0,PAN-HoneyDew-473,Panadería,21.48,30.68
dd506d59,PES-Maroon-266,Pescados,5.37,10.65
2a49a4cb,MOD-WhiteSmoke-881,Moda,10.25,14.36
37ac6a35,,Electrónica,17.31,30.86
9b2105f0,FRU-CadetBlue-292,Frutas y Verduras,38.18,75.81
,DEP-Purple-911,Deportes,33.67,56.05
20edf1e4,ROP-Snow-461,Ropa Niño,12.96,24.54
06ce837d,PES-LemonChiffon-229,Pescados,14.51,24.37
660df3ef,PEQ-Turquoise-275,Pequeños Electrodomésticos,8.26,14.32
d9246a64,DEP-Tan-159,Deportes,16.88,24.68
a3fea3f5,REL-PaleTurquoise-479,Relojería,9.71,12.65
355f30a8,CON-DarkOrange-421,Congelados,14.43,28.16
db584b8c,ALI-LavenderBlush-893,Alimentos,35.76,70.94
d7f1c2f9,ALI-DarkGray-298,Alimentos,27.39,43.28
3dea8161,HOG-Tomato-440,Hogar,41.87,72.72
26444e81,ROP-YellowGreen-370,Ropa Hombre,17.73,25.43
743ad097,BEL-PowderBlue-590,Belleza,10.15,16.41
e78d75b2,BEL-Violet-290,Belleza,11.06,20.04
5ee43bdb,CAM-Crimson-924,Camping,37.33,60.91
2b51d857,MOD-Gray-268,Moda,11.24,20.17
95f4a4e4,DEC-CornflowerBlue-654,Decoración,22.39,33.33
faff0126,JUG-Chocolate-765,Juguetes,10.62,20.67
c0b7cd2d,,Relojería,60.31,83.25
bb5656d2,LÁC-Green-462,Lácteos,11.77,21.75
e2806a89,LEN-SeaShell-860,Lencería,8.3,12.18
114fc296,TEL-Turquoise-909,Televisión y Audio,9.28,16.27
815feebc,SAL-Lavender-827,Salud,54.06,78.22
4263d45f,BIS-SeaGreen-503,Bisutería,27.98,45.43
df33f6fc,INF-HoneyDew-323,Informática,5.93,8.72
21c0077b,JUG-DarkTurquoise-787,Juguetes,11.54,20.07
0894432f,FER-SaddleBrown-633,Ferretería,28.69,42.47
99a17041,LÁC-MediumPurple-749,Lácteos,8.0,14.83
430f1026,TEL-PapayaWhip-527,Televisión y Audio,28.83,49.28
6506bd03,MAS-Sienna-911,Mascotas,18.16,27.79
c4d7a0ad,CAR-BlanchedAlmond-627,Carnes,20.15,35.35
867f950c,ROP-MediumVioletRed-452,Ropa Niño,31.54,62.11
d516ebbd,ELE-PeachPuff-950,Electrónica,44.18,59.66
106b39cb,JAR-Aquamarine-264,Jardín,52.32,76.8
49a351ea,TEL-IndianRed-431,Televisión y Audio,42.75,70.77
4642b8b8,CON-MintCream-564,Congelados,9.65,18.78
f23311bd,ROP-DarkGreen-348,Ropa Hombre,7.93,15.71
57637386,MUE-DarkSlateGray-210,Muebles,24.86,42.0
522cc6f6,CUI-Aqua-928,Cuidado del Bebé,15.01,29.9
c6232453,MUE-LightGreen-873,Muebles,59.56,97.97
5be98116,FER-DodgerBlue-521,Ferretería,31.2,56.94
2ed62ee7,TEL-Tan-350,Televisión y Audio,13.53,23.38
14f38e6f,LEN-MediumAquaMarine-679,Lencería,20.15,34.46
8ed26b99,CAL-DarkGray-678,Calzado,64.54,120.73
a1f9271c,TEL-GhostWhite-555,Televisión y Audio,7.98,15.21
5441a7a1,BEB-DarkSlateBlue-834,Bebidas,33.48,65.34
362014b0,BEL-Chartreuse-265,Belleza,36.28,63.43
667b4ab6,CAL-DarkSlateBlue-409,Calzado,43.23,57.68
55b2fe8c,ILU-OldLace-894,Iluminación,18.52,32.0
26acb2d5,HIG-LightCyan-208,Higiene Personal,14.09,22.14
c61c0056,AUT-SlateBlue-742,Automotriz,,31.03
fe1b592e,MUE-Fuchsia-155,Muebles,20.38,29.21
f310e7b1,ROP-LightSalmon-517,Ropa Mujer,24.5,37.09
d7857c48,LÁC-CadetBlue-374,Lácteos,17.06,29.36
dd63e939,HIG-MediumSeaGreen-370,Higiene Personal,22.6,42.86
3eeaa307,SAL-Fuchsia-885,Salud,12.32,
ddda15a4,,Televisión y Audio,31.6,51.68
491077d6,DEC-BurlyWood-647,Decoración,7.4,13.4
4ac3260c,BIS-HotPink-768,Bisutería,58.35,103.05
5215f339,BIS-Indigo-335,Bisutería,25.27,36.27
93fbe50c,JAR-Tan-649,Jardín,,37.19
a5f63b97,PAN-LavenderBlush-418,Panadería,13.9,25.32
325de0a3,TEL-DarkGoldenRod-428,Televisión y Audio,33.37,49.55
baa62f23,PEQ-DeepSkyBlue-663,Pequeños Electrodomésticos,29.12,45.7
545ad453,REL-DarkKhaki-432,Relojería,60.68,83.38
bca05384,INF-Fuchsia-253,Informática,13.49,18.18
1a296d34,MUE-Khaki-934,Muebles,36.35,51.3
f1ee05fb,CAL-LightCoral-694,Calzado,10.26,19.69
e12c3862,HOG-Teal-959,Hogar,9.51,17.57
d272e507,LIM-CadetBlue-916,Limpieza,21.23,36.08
09a83627,BEB-LightSkyBlue-564,Bebidas,33.73,65.31
0e117bc,LIM-Bisque-536,Limpieza,5.3,8.07
05b33492,CAL-GoldenRod-164,Calzado,16.51,25.56
1b7c7d0d,DEP-Sienna-625,Deportes,16.77,30.71
18461a7b,CAR-LemonChiffon-820,Carnes,25.18,37.94
59c8eca0,BEL-LightSkyBlue-479,Belleza,39.66,68.89
614235c1,CAR-DarkKhaki-871,Carnes,13.6,22.6
4044843d,ELE-Gainsboro-957,Electrónica,17.13,26.55
b3f33f62,CON-Indigo-674,Congelados,42.45,66.98
4a94a057,MUE-LightGreen-580,Muebles,20.1,35.12
112cb5da,FRU-MediumBlue-172,Frutas y Verduras,13.83,23.72
,REL-Purple-664,Relojería,66.79,133.31
1acd5267,DEP-SeaGreen-727,Deportes,10.99,14.99
7abefcb2,CAL-LightSeaGreen-992,Calzado,11.78,16.55
dc151a10,PES-PaleGreen-637,Pescados,12.16,18.51
5c9a057a,SAL-RoyalBlue-273,Salud,7.2,10.38
4b62c818,FER-MediumSpringGreen-935,Ferretería,29.6,44.61
781b158c,CAR-White-693,Carnes,24.47,47.88
d2fa6032,CON-LightSlateGray-893,Congelados,,20.31
6cd66e87,CAR-PaleTurquoise-963,Carnes,25.59,47.76
ad69c4b5,LEN-DarkGoldenRod-375,Lencería,13.73,26.21
915e2db1,TEL-PaleVioletRed-957,Televisión y Audio,20.81,35.81
517bd5c9,REL-Chocolate-353,,30.23,41.81
34da65eb,MAS-Magenta-446,Mascotas,8.92,15.9
f996dba9,BEB-PaleGreen-863,Bebidas,14.22,21.88
8b4e688e,ACC-FloralWhite-916,Accesorios Móviles,14.24,27.85
6adf95cc,VIA-Teal-843,Viaje,14.65,22.01
b89652c9,TEL-SlateBlue-274,Televisión y Audio,10.6,18.25
875c5a5d,HIG-Lime-835,Higiene Personal,22.12,37.22
da6c6a9e,SAL-NavajoWhite-533,Salud,24.95,36.67
f7a73b8e,REL-Purple-930,Relojería,19.01,36.94
2eacb0a8,PEQ-DarkBlue-131,Pequeños Electrodomésticos,26.46,42.58
3e23ef2f,JAR-MistyRose-652,Jardín,21.49,29.84
bb3ca119,CAR-CornflowerBlue-415,Carnes,54.79,94.69
69299e26,ROP-DeepSkyBlue-379,Ropa Mujer,21.74,
00463349,INF-Lime-198,Informática,16.25,27.25
b804002c,LÁC-LightGreen-260,Lácteos,58.37,94.78
1176eced,MUE-MintCream-493,Muebles,40.68,80.88
,PES-SkyBlue-366,Pescados,17.36,27.02
,CUI-BlanchedAlmond-232,Cuidado del Bebé,18.35,27.5
3a7b3899,LÁC-Linen-587,Lácteos,13.5,21.54
939e6623,SAL-FloralWhite-541,Salud,18.68,24.72
ceeae7ee,LEN-Purple-749,Lencería,59.5,95.59
b1a74f3e,CAM-OldLace-300,Camping,22.01,40.35
61fe8361,HOG-Lime-865,,26.49,36.43
84962401,JUG-RosyBrown-819,Juguetes,10.18,18.71
55e073c7,INF-Linen-923,Informática,6.8,11.06
,JAR-Bisque-477,Jardín,23.39,45.94
982b9dce,MUE-NavajoWhite-729,Muebles,26.88,43.21
dbd0f3b4,MOD-PaleVioletRed-973,Moda,9.56,16.22
2adacd0d,HIG-YellowGreen-890,Higiene Personal,48.35,91.56
d4d27b92,FAR-LightGreen-923,Farmacia,16.52,32.82
cae3cc85,PAP-DarkOrchid-475,Papelería,15.24,28.31
62be29ec,TEL-YellowGreen-551,Televisión y Audio,24.2,47.98
4c3150dd,HOG-LightSalmon-167,Hogar,12.91,19.88
5ed1b8ed,VIA-LavenderBlush-684,Viaje,36.13,60.17
3959ad23,CAM-YellowGreen-381,Camping,15.07,26.98
b8c035b3,MOD-DeepPink-491,Moda,49.85,94.23
2e8f006a,CON-Turquoise-474,Congelados,44.96,62.04
b7633778,PES-SandyBrown-536,Pescados,32.29,48.24
98cd23a0,BEL-GoldenRod-719,Belleza,57.06,87.39
563f2e8e,PAP-Wheat-629,Papelería,45.64,89.3
ecae08bb,CAR-WhiteSmoke-959,Carnes,11.14,20.46
2feb9618,BIS-MediumSeaGreen-102,Bisutería,10.11,14.57
4172adfc,MOD-LightYellow-248,Moda,17.1,31.23
6eded51f,ROP-DimGray-653,Ropa Hombre,35.98,48.53
a66d03d5,INF-Thistle-965,Informática,43.84,63.18
ab512936,JAR-Peru-474,Jardín,11.45,22.74
90fbbf44,ROP-Pink-786,Ropa Niño,37.82,51.7
a8e6a52c,CAL-Chocolate-720,Calzado,32.4,53.95
1d81dc40,CAR-Azure-555,Carnes,11.07,19.05
09f0c29a,CAM-SpringGreen-944,Camping,30.0,43.49
3d4e0f93,JAR-DarkBlue-169,Jardín,14.23,25.1
862463d1,MOD-Beige-953,Moda,41.35,74.96
